ppos1,ppos2,mean.r2,nobs,chrom,panel,domain
680001,700001,0.3976361686407788,1180616,II,α,arm&center
700001,720001,0.39298534000736607,1193506,II,α,arm&center
720001,740001,0.3907863086839478,1193534,II,α,arm&center
740001,760001,0.3925809139446431,1182309,II,α,arm&center
760001,780001,0.38762324793116576,1169437,II,α,arm&center
780001,800001,0.38505766936154856,1166046,II,α,arm&center
800001,820001,0.38262585823438233,1165006,II,α,arm&center
820001,840001,0.3827526295783281,1163413,II,α,arm&center
840001,860001,0.3748428928984877,1148332,II,α,arm&center
860001,880001,0.3681267745167313,1143444,II,α,arm&center
880001,900001,0.3629473507707626,1139561,II,α,arm&center
900001,920001,0.35578292751443535,1148484,II,α,arm&center
920001,940001,0.35755696420004607,1142427,II,α,arm&center
940001,960001,0.35617067186023477,1151410,II,α,arm&center
960001,980001,0.3544777875497905,1149419,II,α,arm&center
1,20001,0.6134730360986829,1637345,II,α,center
20001,40001,0.584062678526504,1462779,II,α,center
40001,60001,0.5742816991043544,1401751,II,α,center
60001,80001,0.570249952712705,1393718,II,α,center
80001,100001,0.5609857329409014,1407027,II,α,center
100001,120001,0.5624566033304053,1355573,II,α,center
120001,140001,0.5554346894553092,1320273,II,α,center
140001,160001,0.5550863015853983,1318709,II,α,center
160001,180001,0.5467282062042108,1343913,II,α,center
180001,200001,0.540421460261343,1341023,II,α,center
200001,220001,0.5329357091070334,1358482,II,α,center
220001,240001,0.5346276902287753,1347899,II,α,center
240001,260001,0.5339689438366905,1353807,II,α,center
260001,280001,0.5323633041589751,1342983,II,α,center
280001,300001,0.5318261763700216,1371949,II,α,center
300001,320001,0.5322167615485411,1391470,II,α,center
320001,340001,0.5266945778977334,1385201,II,α,center
340001,360001,0.5259157197473242,1351716,II,α,center
360001,380001,0.5183540962858907,1340022,II,α,center
380001,400001,0.5116991207266866,1355244,II,α,center
400001,420001,0.5133454761303631,1342045,II,α,center
420001,440001,0.5089832800988645,1312608,II,α,center
440001,460001,0.5154858457839099,1272902,II,α,center
460001,480001,0.5189599268162921,1283034,II,α,center
480001,500001,0.5151116285691815,1284748,II,α,center
500001,520001,0.5190385381993847,1266056,II,α,center
520001,540001,0.516117673968431,1264270,II,α,center
540001,560001,0.5079339866623678,1258626,II,α,center
560001,580001,0.5090401132076898,1245858,II,α,center
580001,600001,0.5104072348543018,1246318,II,α,center
600001,620001,0.5087976900817902,1266540,II,α,center
620001,640001,0.5091024348345559,1256068,II,α,center
640001,660001,0.5024302021171305,1260092,II,α,center
660001,680001,0.5024691878494775,1235104,II,α,center
680001,700001,0.5008319494312655,1235556,II,α,center
700001,720001,0.4994336064930906,1229972,II,α,center
720001,740001,0.49196440308345063,1244476,II,α,center
740001,760001,0.4955763158589357,1223289,II,α,center
760001,780001,0.49227373492764676,1200178,II,α,center
780001,800001,0.49090057091073125,1201621,II,α,center
800001,820001,0.4892837082237631,1194572,II,α,center
820001,840001,0.4925569804191964,1182646,II,α,center
840001,860001,0.4879664310523042,1150871,II,α,center
860001,880001,0.4816062627890314,1137942,II,α,center
880001,900001,0.4771223399326061,1122540,II,α,center
900001,920001,0.4709138669901548,1120085,II,α,center
920001,940001,0.47055074986177947,1127542,II,α,center
940001,960001,0.4713229386697658,1149840,II,α,center
960001,980001,0.47186120015689026,1141641,II,α,center
1,20001,0.40595489050115113,1603863,II,α&β,arm
20001,40001,0.33037891182612417,1451543,II,α&β,arm
40001,60001,0.30262364943060943,1455476,II,α&β,arm
60001,80001,0.2799676935042817,1440118,II,α&β,arm
80001,100001,0.25693817478509046,1406426,II,α&β,arm
100001,120001,0.2428598965168856,1372144,II,α&β,arm
120001,140001,0.22689217485335605,1339606,II,α&β,arm
140001,160001,0.215098254499416,1310454,II,α&β,arm
160001,180001,0.20818927071674811,1289169,II,α&β,arm
180001,200001,0.19777008081125327,1289737,II,α&β,arm
200001,220001,0.19845830698557615,1246441,II,α&β,arm
220001,240001,0.1951694563957728,1212943,II,α&β,arm
240001,260001,0.1868534244744546,1198095,II,α&β,arm
260001,280001,0.17942765186322834,1178143,II,α&β,arm
280001,300001,0.16752364974943,1165443,II,α&β,arm
300001,320001,0.16392373179604172,1183791,II,α&β,arm
320001,340001,0.1580788426754621,1163197,II,α&β,arm
340001,360001,0.15163736900848215,1151200,II,α&β,arm
360001,380001,0.1438268047978514,1162675,II,α&β,arm
380001,400001,0.13709138742748897,1174132,II,α&β,arm
400001,420001,0.1351858910758229,1160278,II,α&β,arm
420001,440001,0.1284868560808659,1164838,II,α&β,arm
440001,460001,0.12439437551531889,1160011,II,α&β,arm
460001,480001,0.12121593452175099,1123900,II,α&β,arm
480001,500001,0.11727657213453958,1127252,II,α&β,arm
500001,520001,0.11481349050843846,1130384,II,α&β,arm
520001,540001,0.11326846845546751,1104309,II,α&β,arm
540001,560001,0.10766650898548523,1085933,II,α&β,arm
560001,580001,0.10036074164797343,1088759,II,α&β,arm
580001,600001,0.09390337767388085,1075069,II,α&β,arm
600001,620001,0.09406130129672813,1023072,II,α&β,arm
620001,640001,0.08913721221991328,1022466,II,α&β,arm
640001,660001,0.08541175891952509,1013367,II,α&β,arm
660001,680001,0.08241064994420601,979571,II,α&β,arm
680001,700001,0.07805400732285607,981663,II,α&β,arm
700001,720001,0.07565723487791118,994555,II,α&β,arm
720001,740001,0.0752461876889017,967684,II,α&β,arm
740001,760001,0.07400095470504768,961512,II,α&β,arm
760001,780001,0.07322872011845362,944622,II,α&β,arm
780001,800001,0.07014864680294428,931974,II,α&β,arm
800001,820001,0.0653965861626931,906645,II,α&β,arm
820001,840001,0.06486844653756038,901734,II,α&β,arm
840001,860001,0.06362121879661077,902433,II,α&β,arm
860001,880001,0.05967339712078676,876266,II,α&β,arm
880001,900001,0.05741552799093669,886133,II,α&β,arm
900001,920001,0.05626634582785685,875377,II,α&β,arm
920001,940001,0.052634763381740036,851897,II,α&β,arm
940001,960001,0.04767758427697546,854786,II,α&β,arm
960001,980001,0.04607271466768897,844970,II,α&β,arm
1,20001,0.4255498855686736,1872571,II,α&β,arm&center
20001,40001,0.3711488862826697,1725410,II,α&β,arm&center
40001,60001,0.3512902112420245,1694370,II,α&β,arm&center
60001,80001,0.33688565733371356,1690282,II,α&β,arm&center
80001,100001,0.32735528818460957,1686193,II,α&β,arm&center
100001,120001,0.318819542303079,1652507,II,α&β,arm&center
120001,140001,0.309072686143452,1629450,II,α&β,arm&center
140001,160001,0.30584392553614265,1617805,II,α&β,arm&center
160001,180001,0.30116639787169003,1635876,II,α&β,arm&center
180001,200001,0.2978897950024715,1633627,II,α&β,arm&center
200001,220001,0.29586639921611396,1625037,II,α&β,arm&center
220001,240001,0.29719421107089006,1607838,II,α&β,arm&center
240001,260001,0.2945065701636544,1600960,II,α&β,arm&center
260001,280001,0.2882192244512448,1580846,II,α&β,arm&center
280001,300001,0.2824534835609014,1589214,II,α&β,arm&center
300001,320001,0.28157849594351303,1610841,II,α&β,arm&center
320001,340001,0.2793133875547857,1608087,II,α&β,arm&center
340001,360001,0.27476513183977197,1584156,II,α&β,arm&center
360001,380001,0.27124910633344634,1595043,II,α&β,arm&center
380001,400001,0.2684975789976154,1609479,II,α&β,arm&center
400001,420001,0.26764043556782136,1600170,II,α&β,arm&center
420001,440001,0.2579419485782306,1601931,II,α&β,arm&center
440001,460001,0.25556544393557007,1589054,II,α&β,arm&center
460001,480001,0.2572445503096886,1583708,II,α&β,arm&center
480001,500001,0.2558978826222044,1583490,II,α&β,arm&center
500001,520001,0.2542180829952865,1583373,II,α&β,arm&center
520001,540001,0.25026519107218764,1586977,II,α&β,arm&center
540001,560001,0.24819121648847642,1585426,II,α&β,arm&center
560001,580001,0.24605056045524715,1584886,II,α&β,arm&center
580001,600001,0.24474040389281457,1576313,II,α&β,arm&center
600001,620001,0.24507678549598083,1579042,II,α&β,arm&center
620001,640001,0.24229882619445617,1580126,II,α&β,arm&center
640001,660001,0.24129862433275223,1589033,II,α&β,arm&center
660001,680001,0.23971452342259977,1566310,II,α&β,arm&center
680001,700001,0.2378665138196665,1571155,II,α&β,arm&center
700001,720001,0.23523873456027608,1584817,II,α&β,arm&center
720001,740001,0.23630455309183399,1586686,II,α&β,arm&center
740001,760001,0.23756449716623154,1576112,II,α&β,arm&center
760001,780001,0.23368653302556056,1565419,II,α&β,arm&center
780001,800001,0.23294207091735883,1557933,II,α&β,arm&center
800001,820001,0.2322235844173073,1547202,II,α&β,arm&center
820001,840001,0.23133216195448103,1542710,II,α&β,arm&center
840001,860001,0.2273443253989054,1532108,II,α&β,arm&center
860001,880001,0.22362797782550703,1521696,II,α&β,arm&center
880001,900001,0.2226476358689691,1514525,II,α&β,arm&center
900001,920001,0.2187740992156556,1515393,II,α&β,arm&center
920001,940001,0.21935908373870375,1512224,II,α&β,arm&center
940001,960001,0.21827149254153055,1512733,II,α&β,arm&center
960001,980001,0.21522242142614018,1504828,II,α&β,arm&center
1,20001,0.436039039803751,1974101,II,α&β,center
20001,40001,0.39154947421581016,1819261,II,α&β,center
40001,60001,0.37641903415562644,1766746,II,α&β,center
60001,80001,0.3643098604272416,1766239,II,α&β,center
80001,100001,0.36093869388547006,1767158,II,α&β,center
100001,120001,0.35429649009725533,1728786,II,α&β,center
120001,140001,0.346738385758235,1707089,II,α&β,center
140001,160001,0.3470214395076154,1699232,II,α&β,center
160001,180001,0.3431497778305322,1727450,II,α&β,center
180001,200001,0.3431884186920348,1716558,II,α&β,center
200001,220001,0.33860463452099926,1719224,II,α&β,center
220001,240001,0.341749329019182,1704966,II,α&β,center
240001,260001,0.3417452907736137,1694494,II,α&β,center
260001,280001,0.33635297931716285,1658845,II,α&β,center
280001,300001,0.33214614388494007,1683308,II,α&β,center
300001,320001,0.33303247608246866,1693402,II,α&β,center
320001,340001,0.3313633561961357,1701565,II,α&β,center
340001,360001,0.32773068692803564,1667848,II,α&β,center
360001,380001,0.3266062183719258,1664150,II,α&β,center
380001,400001,0.3254605000687405,1679009,II,α&β,center
400001,420001,0.3247569270808114,1667556,II,α&β,center
420001,440001,0.3150119903111898,1649502,II,α&β,center
440001,460001,0.3143790673892313,1618678,II,α&β,center
460001,480001,0.31772645587862114,1618581,II,α&β,center
480001,500001,0.3180019219640403,1607799,II,α&β,center
500001,520001,0.3173262535995432,1606411,II,α&β,center
520001,540001,0.3120581154383263,1616796,II,α&β,center
540001,560001,0.308234671109972,1624507,II,α&β,center
560001,580001,0.3100191516687774,1609648,II,α&β,center
580001,600001,0.3096798855015424,1604659,II,α&β,center
600001,620001,0.3073974675859633,1634742,II,α&β,center
620001,640001,0.3055566847737359,1621338,II,α&β,center
640001,660001,0.30458163219049733,1630713,II,α&β,center
660001,680001,0.30247416310514214,1612952,II,α&β,center
680001,700001,0.3018652660026651,1618405,II,α&β,center
700001,720001,0.30201799428514164,1603372,II,α&β,center
720001,740001,0.30178902592320217,1624525,II,α&β,center
740001,760001,0.30320247531163563,1610412,II,α&β,center
760001,780001,0.2982406530635843,1606068,II,α&β,center
780001,800001,0.29711646818413756,1591257,II,α&β,center
800001,820001,0.2974827210944661,1573321,II,α&β,center
820001,840001,0.2974490436868758,1565565,II,α&β,center
840001,860001,0.29427771851334794,1545400,II,α&β,center
860001,880001,0.2892274274909459,1534259,II,α&β,center
880001,900001,0.29000751846369277,1512210,II,α&β,center
900001,920001,0.2840516664420797,1505477,II,α&β,center
920001,940001,0.28576811296337407,1505797,II,α&β,center
940001,960001,0.2858863703800217,1516469,II,α&β,center
960001,980001,0.2825297113265228,1503246,II,α&β,center
1,20001,0.4778133936638699,1527495,II,β,arm
20001,40001,0.3982043015903694,1380365,II,β,arm
40001,60001,0.3686013166619043,1383852,II,β,arm
60001,80001,0.34822952791132433,1367713,II,β,arm
80001,100001,0.3275786068567375,1335855,II,β,arm
100001,120001,0.3162451831870877,1304072,II,β,arm
120001,140001,0.30631755201545297,1275087,II,β,arm
140001,160001,0.2896494759362018,1242848,II,β,arm
160001,180001,0.27706710038256965,1216059,II,β,arm
180001,200001,0.26439574335359173,1223600,II,β,arm
200001,220001,0.2641761876595772,1178911,II,β,arm
220001,240001,0.2554110087379786,1149643,II,β,arm
240001,260001,0.2390655933926083,1142838,II,β,arm
260001,280001,0.22718629766403758,1124700,II,β,arm
280001,300001,0.21265361521697587,1112136,II,β,arm
300001,320001,0.2045288124078549,1130038,II,β,arm
320001,340001,0.20162770189710016,1103496,II,β,arm
340001,360001,0.19591201241895062,1084150,II,β,arm
360001,380001,0.18823256588800183,1093162,II,β,arm
380001,400001,0.17913086241475576,1102894,II,β,arm
400001,420001,0.17437433692776327,1085911,II,β,arm
420001,440001,0.1689848507276919,1086601,II,β,arm
440001,460001,0.16151664771460492,1091953,II,β,arm
460001,480001,0.1566455685566105,1055025,II,β,arm
480001,500001,0.14868532454086725,1055350,II,β,arm
500001,520001,0.14377155799407396,1063939,II,β,arm
520001,540001,0.13953169506178933,1036199,II,β,arm
540001,560001,0.13597565159018987,1017877,II,β,arm
560001,580001,0.1315362030661163,1026128,II,β,arm
580001,600001,0.12241833040459374,1013880,II,β,arm
600001,620001,0.11801949823155108,968659,II,β,arm
620001,640001,0.11504431943180739,959480,II,β,arm
640001,660001,0.10924183182829968,955327,II,β,arm
660001,680001,0.10257924093437307,915076,II,β,arm
680001,700001,0.0964207938732704,921233,II,β,arm
700001,720001,0.0939852574930551,930728,II,β,arm
720001,740001,0.09041505382249852,910027,II,β,arm
740001,760001,0.0863316690568287,902401,II,β,arm
760001,780001,0.08091719176354961,890127,II,β,arm
780001,800001,0.07704337480944358,877091,II,β,arm
800001,820001,0.07168038196778301,855433,II,β,arm
820001,840001,0.07045855535436774,849202,II,β,arm
840001,860001,0.06951279772735301,854493,II,β,arm
860001,880001,0.06390847701786641,819987,II,β,arm
880001,900001,0.06200554380861276,830462,II,β,arm
900001,920001,0.05785191141870354,819859,II,β,arm
920001,940001,0.05376620056678064,794551,II,β,arm
940001,960001,0.04951511638167592,792528,II,β,arm
960001,980001,0.04583399168461388,778033,II,β,arm
1,20001,0.5416359614029849,1616150,II,β,arm&center
20001,40001,0.48578531109315015,1480537,II,β,arm&center
40001,60001,0.46506654222767013,1454113,II,β,arm&center
60001,80001,0.44926553722337015,1450368,II,β,arm&center
80001,100001,0.4387109509857915,1440958,II,β,arm&center
100001,120001,0.4282048353823042,1416133,II,β,arm&center
120001,140001,0.4223820376476369,1400545,II,β,arm&center
140001,160001,0.41544325926048753,1388838,II,β,arm&center
160001,180001,0.41221185048543596,1401849,II,β,arm&center
180001,200001,0.4071548012634043,1396855,II,β,arm&center
200001,220001,0.40870750673142187,1382240,II,β,arm&center
220001,240001,0.4072949083662898,1360299,II,β,arm&center
240001,260001,0.39875438277267955,1356801,II,β,arm&center
260001,280001,0.3892193969472393,1335226,II,β,arm&center
280001,300001,0.38376041660567645,1342785,II,β,arm&center
300001,320001,0.37850371268294003,1363418,II,β,arm&center
320001,340001,0.37522936373248805,1362664,II,β,arm&center
340001,360001,0.3695005398106288,1343678,II,β,arm&center
360001,380001,0.36644331669844843,1351468,II,β,arm&center
380001,400001,0.36304041045112556,1365813,II,β,arm&center
400001,420001,0.35949194040322885,1363613,II,β,arm&center
420001,440001,0.34737186273688414,1363002,II,β,arm&center
440001,460001,0.3424741989589612,1356438,II,β,arm&center
460001,480001,0.3409580114212464,1338191,II,β,arm&center
480001,500001,0.33842965197364766,1328032,II,β,arm&center
500001,520001,0.33430675702060564,1336699,II,β,arm&center
520001,540001,0.33158254699296635,1340439,II,β,arm&center
540001,560001,0.3286577655936279,1337890,II,β,arm&center
560001,580001,0.32458199753091616,1335599,II,β,arm&center
580001,600001,0.32125313031470837,1331514,II,β,arm&center
600001,620001,0.32145721196799826,1336445,II,β,arm&center
620001,640001,0.3169856617433862,1327294,II,β,arm&center
640001,660001,0.31642059605203593,1330387,II,β,arm&center
660001,680001,0.3133818800208228,1307263,II,β,arm&center
680001,700001,0.30832146851722503,1316871,II,β,arm&center
700001,720001,0.30654711399531975,1332563,II,β,arm&center
720001,740001,0.3077804572483326,1336929,II,β,arm&center
740001,760001,0.30839114424176367,1326986,II,β,arm&center
760001,780001,0.3071258396542325,1319917,II,β,arm&center
780001,800001,0.30423419390962303,1310922,II,β,arm&center
800001,820001,0.303423606128672,1302872,II,β,arm&center
820001,840001,0.3002595001175366,1305763,II,β,arm&center
840001,860001,0.298555558513613,1296468,II,β,arm&center
860001,880001,0.29827670616669,1284535,II,β,arm&center
880001,900001,0.2957507375640913,1279210,II,β,arm&center
900001,920001,0.28973402553350225,1279196,II,β,arm&center
920001,940001,0.29318755466590896,1272746,II,β,arm&center
940001,960001,0.2917367675711073,1275764,II,β,arm&center
960001,980001,0.2893646850489781,1265713,II,β,arm&center
1,20001,0.5788621888095358,1709248,II,β,center
20001,40001,0.5353128817022479,1565229,II,β,center
40001,60001,0.5215698323593237,1517847,II,β,center
60001,80001,0.505254101427961,1513158,II,β,center
80001,100001,0.5000765296750846,1513399,II,β,center
100001,120001,0.49193120647524424,1478216,II,β,center
120001,140001,0.4867738405997864,1466269,II,β,center
140001,160001,0.48390929282701484,1464993,II,β,center
160001,180001,0.4826832145514892,1495258,II,β,center
180001,200001,0.48449960470125075,1471482,II,β,center
200001,220001,0.4840138976311756,1469975,II,β,center
220001,240001,0.4874127658134959,1440756,II,β,center
240001,260001,0.48282869424209685,1432126,II,β,center
260001,280001,0.4770152519431404,1397660,II,β,center
280001,300001,0.4734581234044918,1418994,II,β,center
300001,320001,0.46953291760575827,1436081,II,β,center
320001,340001,0.464953443452104,1445804,II,β,center
340001,360001,0.45842797334079366,1423602,II,β,center
360001,380001,0.45898700981933666,1423495,II,β,center
380001,400001,0.45755611300261756,1437174,II,β,center
400001,420001,0.4544064992475134,1430082,II,β,center
420001,440001,0.43907017800350523,1421290,II,β,center
440001,460001,0.4384262449992852,1394213,II,β,center
460001,480001,0.438888592134185,1380317,II,β,center
480001,500001,0.4396124739693771,1356033,II,β,center
500001,520001,0.43630191582819433,1365781,II,β,center
520001,540001,0.4318157664241232,1375055,II,β,center
540001,560001,0.42767506456051646,1383033,II,β,center
560001,580001,0.4240586364874092,1367049,II,β,center
580001,600001,0.4221373743200026,1363940,II,β,center
600001,620001,0.41932429032080976,1390802,II,β,center
620001,640001,0.41532306560841925,1369977,II,β,center
640001,660001,0.41784359513735697,1379112,II,β,center
660001,680001,0.4142327132337164,1357340,II,β,center
680001,700001,0.4094227814707383,1368672,II,β,center
700001,720001,0.4113582077039566,1362968,II,β,center
720001,740001,0.4117510256595569,1381608,II,β,center
740001,760001,0.41517940512106705,1368779,II,β,center
760001,780001,0.415847233840744,1361288,II,β,center
780001,800001,0.41217232718657243,1346888,II,β,center
800001,820001,0.4115278729788053,1334843,II,β,center
820001,840001,0.410267641950039,1327959,II,β,center
840001,860001,0.41087001174148224,1309013,II,β,center
860001,880001,0.41066633557916926,1304254,II,β,center
880001,900001,0.41008697523182575,1285221,II,β,center
900001,920001,0.40443572718811005,1278168,II,β,center
920001,940001,0.407705071289732,1282925,II,β,center
940001,960001,0.4075645666820835,1284846,II,β,center
960001,980001,0.40338888798370776,1278400,II,β,center
1,20001,0.6716047846739172,1247831,III,α,arm
20001,40001,0.6064267842702653,1129571,III,α,arm
40001,60001,0.5641386147421633,1066232,III,α,arm
60001,80001,0.5362748554197125,1019342,III,α,arm
80001,100001,0.5106998050561663,976572,III,α,arm
100001,120001,0.4871438721008791,947974,III,α,arm
120001,140001,0.45625349354344086,949963,III,α,arm
140001,160001,0.4343009516153556,954484,III,α,arm
160001,180001,0.41684755524082684,920442,III,α,arm
180001,200001,0.4077408283878005,912591,III,α,arm
200001,220001,0.39550324097288175,903900,III,α,arm
220001,240001,0.37163608584192365,878339,III,α,arm
240001,260001,0.3517107624878272,898028,III,α,arm
260001,280001,0.3283934024970075,890207,III,α,arm
280001,300001,0.3219651099900373,886855,III,α,arm
300001,320001,0.31157285373647203,856254,III,α,arm
320001,340001,0.3021048205853056,835362,III,α,arm
340001,360001,0.29149882399292865,822874,III,α,arm
360001,380001,0.2842808566356925,785945,III,α,arm
380001,400001,0.27802038592214623,777203,III,α,arm
400001,420001,0.2656852225607824,771418,III,α,arm
420001,440001,0.2566111317808002,782957,III,α,arm
440001,460001,0.2440132602208149,771244,III,α,arm
460001,480001,0.2415655400439768,769337,III,α,arm
480001,500001,0.2324588592103789,773693,III,α,arm
500001,520001,0.21614197363064203,776758,III,α,arm
520001,540001,0.21116493089296062,768554,III,α,arm
540001,560001,0.20209781792220263,766575,III,α,arm
560001,580001,0.19256401445284996,761386,III,α,arm
580001,600001,0.18188984211624493,761119,III,α,arm
600001,620001,0.1718449999317622,745993,III,α,arm
620001,640001,0.16572369507269177,743949,III,α,arm
640001,660001,0.15723231614382507,749743,III,α,arm
660001,680001,0.15101217733477731,747779,III,α,arm
680001,700001,0.14238402230583544,743492,III,α,arm
700001,720001,0.13303037185924146,734716,III,α,arm
720001,740001,0.12931602115985277,723967,III,α,arm
740001,760001,0.12647692861242749,710418,III,α,arm
760001,780001,0.12749352991042906,696517,III,α,arm
780001,800001,0.1184209828755358,689373,III,α,arm
800001,820001,0.11598798679208147,672007,III,α,arm
820001,840001,0.11345002792668925,660944,III,α,arm
840001,860001,0.11228923738285382,669188,III,α,arm
860001,880001,0.10849393581780185,699750,III,α,arm
880001,900001,0.10235784816033446,699464,III,α,arm
900001,920001,0.09992795370229884,692985,III,α,arm
920001,940001,0.09389831063593133,679128,III,α,arm
940001,960001,0.08433103017090293,657158,III,α,arm
960001,980001,0.08100568842709562,626509,III,α,arm
1,20001,0.6780189544180931,1505222,III,α,arm&center
20001,40001,0.6259682766032083,1341453,III,α,arm&center
40001,60001,0.597271673328017,1298218,III,α,arm&center
60001,80001,0.5803369390199931,1256237,III,α,arm&center
80001,100001,0.5703848632470396,1230864,III,α,arm&center
100001,120001,0.5577894757303195,1202322,III,α,arm&center
120001,140001,0.5407656048950714,1194439,III,α,arm&center
140001,160001,0.5302882530161662,1197048,III,α,arm&center
160001,180001,0.5243652464529148,1169827,III,α,arm&center
180001,200001,0.5231608318179611,1171964,III,α,arm&center
200001,220001,0.5266701445958932,1188516,III,α,arm&center
220001,240001,0.5219376409620206,1173890,III,α,arm&center
240001,260001,0.5115072722547037,1186331,III,α,arm&center
260001,280001,0.5105882253535824,1165060,III,α,arm&center
280001,300001,0.5050269676779037,1162759,III,α,arm&center
300001,320001,0.49643074894203665,1156786,III,α,arm&center
320001,340001,0.491577967017212,1160126,III,α,arm&center
340001,360001,0.4861928836387717,1151394,III,α,arm&center
360001,380001,0.48169550342111644,1109676,III,α,arm&center
380001,400001,0.47746891692306964,1119244,III,α,arm&center
400001,420001,0.46673261315178827,1123718,III,α,arm&center
420001,440001,0.45703543547615283,1130805,III,α,arm&center
440001,460001,0.451482441958824,1117760,III,α,arm&center
460001,480001,0.449824146188906,1132176,III,α,arm&center
480001,500001,0.4481805448271402,1138644,III,α,arm&center
500001,520001,0.44644023279304984,1142634,III,α,arm&center
520001,540001,0.44325564419173025,1132918,III,α,arm&center
540001,560001,0.4404074265443738,1122492,III,α,arm&center
560001,580001,0.43696365305230944,1118969,III,α,arm&center
580001,600001,0.4318569752495252,1113360,III,α,arm&center
600001,620001,0.42542695447441886,1091831,III,α,arm&center
620001,640001,0.4228343993033891,1105799,III,α,arm&center
640001,660001,0.4131674107575957,1097818,III,α,arm&center
660001,680001,0.4136350381292482,1087335,III,α,arm&center
680001,700001,0.40928748491635064,1074105,III,α,arm&center
700001,720001,0.39759249411957076,1069727,III,α,arm&center
720001,740001,0.3970573211887753,1073820,III,α,arm&center
740001,760001,0.39188376348784687,1054700,III,α,arm&center
760001,780001,0.3938506888287375,1030322,III,α,arm&center
780001,800001,0.39190986857498783,1026556,III,α,arm&center
800001,820001,0.39393191365672864,1038094,III,α,arm&center
820001,840001,0.39197794179589646,1043726,III,α,arm&center
840001,860001,0.384806117546847,1051008,III,α,arm&center
860001,880001,0.3754086414220209,1054562,III,α,arm&center
880001,900001,0.3719647881958165,1059245,III,α,arm&center
900001,920001,0.37056364289891836,1047109,III,α,arm&center
920001,940001,0.3681236795893679,1045179,III,α,arm&center
940001,960001,0.36445588552554875,1051965,III,α,arm&center
960001,980001,0.36363574640953267,1045397,III,α,arm&center
1,20001,0.6809016044087768,1701862,III,α,center
20001,40001,0.6366108876260637,1492849,III,α,center
40001,60001,0.6128452610053574,1447167,III,α,center
60001,80001,0.6038751372600413,1416056,III,α,center
80001,100001,0.601160529179295,1399576,III,α,center
100001,120001,0.5929404108294373,1362094,III,α,center
120001,140001,0.586739743806337,1344746,III,α,center
140001,160001,0.5804754162191947,1341869,III,α,center
160001,180001,0.5804923871828919,1316074,III,α,center
180001,200001,0.5846867562328668,1325235,III,α,center
200001,220001,0.5953664415326386,1361006,III,α,center
220001,240001,0.6009207014679617,1344827,III,α,center
240001,260001,0.59367141888933606,1330376,III,α,center
260001,280001,0.6016366892867169,1281241,III,α,center
280001,300001,0.5968513467037898,1286404,III,α,center
300001,320001,0.5850872537953649,1287495,III,α,center
320001,340001,0.5794931479278758,1306312,III,α,center
340001,360001,0.5746528036899913,1293435,III,α,center
360001,380001,0.5698433434920508,1237581,III,α,center
380001,400001,0.5644271017925458,1258864,III,α,center
400001,420001,0.5559602838655134,1278463,III,α,center
420001,440001,0.551566447998385,1290383,III,α,center
440001,460001,0.54908636134013,1273323,III,α,center
460001,480001,0.5455255238724586,1288933,III,α,center
480001,500001,0.5435248552308308,1291123,III,α,center
500001,520001,0.5490888284723489,1276407,III,α,center
520001,540001,0.5480864283842455,1254546,III,α,center
540001,560001,0.5473429675809636,1246091,III,α,center
560001,580001,0.5493426314518403,1233212,III,α,center
580001,600001,0.5464396195123131,1215243,III,α,center
600001,620001,0.5437918120801091,1185035,III,α,center
620001,640001,0.5437564488643059,1212412,III,α,center
640001,660001,0.5416056395756716,1189560,III,α,center
660001,680001,0.5464701948539701,1175609,III,α,center
680001,700001,0.5459720099308053,1153565,III,α,center
700001,720001,0.5298011733877895,1134312,III,α,center
720001,740001,0.5292310176333109,1131063,III,α,center
740001,760001,0.5256053939744578,1097144,III,α,center
760001,780001,0.5295465577922397,1064213,III,α,center
780001,800001,0.5261144516366414,1063025,III,α,center
800001,820001,0.5259308740268728,1080023,III,α,center
820001,840001,0.5267260583275876,1091692,III,α,center
840001,860001,0.5184152634677642,1092935,III,α,center
860001,880001,0.5160599115322344,1076750,III,α,center
880001,900001,0.5144304745504339,1089759,III,α,center
900001,920001,0.5173967031078907,1072249,III,α,center
920001,940001,0.5059704699959212,1070521,III,α,center
